review_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
10975,101,2119,1996,2282,1998,4372,28880,2063,5723,2020,4550,1998,2686,3560,1010,1998,17950,7429,1012,1996,3095,2001,2200,5379,1012,2293,1996,2801,1997,2019,3256,6949,4497,1998,4759,18651,1999,1996,2168,2311,1010,2065,2057,2412,2272,2067,2057,2097,5121,2031,4596,2006,3295,1012,102,101,1996,6350,2001,2204,1010,2174,2498,2569,2005,1996,3976,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,101,6350,2001,2200,3937,1010,2021,1045,2228,2522,17258,2038,2632,4140,2000,2079,2007,2023,1012,102,101,2498,3563,1012,2210,12817,2071,2022,5301,2006,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11137,101,2009,1005,1055,2066,1037,24611,3309,2007,2261,4734,1012,2057,2018,1001,1018,2007,2314,3193,1006,2474,2033,8557,1013,1996,5003,3022,1007,1012,2282,2001,2066,1037,2235,4257,1010,2172,2062,2084,1045,3517,2005,6353,1010,1011,1002,1012,2023,2160,2003,3701,1037,4825,1010,2061,2123,1005,1056,5987,3115,3309,2578,2066,2484,2232,1011,7684,1012,6350,2001,7564,2007,3115,3688,2012,2184,1010,1011,1002,1013,4903,1012,1045,4669,1996,7852,1998,1996,4157,1998,1996,9388,10199,9648,2190,1012,1996,4825,2003,3243,2204,1010,1998,2045,2024,2070,2204,2822,2485,2000,2023,2173,1012,5136,2017,2024,1999,1037,7575,1997,15125,3126,1012,1996,2346,2003,5697,2011,2154,2021,3243,2011,2305,1012,2191,2469,7955,1997,2115,2177,2003,2583,2000,7105,5108,1012,102,101,2625,22529,2015,3531,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,101,2200,2502,1998,6625,2282,1010,6350,2192,21565,1010,2204,2597,2379,1996,2314,1010,6581,4825,102,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11078,101,2009,2001,7929,2021,2071,2022,5301,2000,2674,1996,1018,2732,5790,1012,7254,4211,1998,9568,4592,3544,2785,1000,24067,2100,1000,1998,2006,1996,1000,1000,2601,2217,1000,1000,1012,7390,2038,2464,2488,2420,1012,1012,1037,2062,17133,15544,9153,16281,2052,2393,102,101,4592,3504,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11278,101,3295,1010,3095,1999,2236,1012,2031,2042,2077,1010,6516,1996,3114,2000,2272,2067,1012,102,101,3347,2025,2330,2012,6265,2051,1012,2053,2833,2800,2012,6265,2051,1012,8016,2445,1010,2049,1037,6209,2182,999,999,999,2026,3193,2003,2017,2024,1037,3309,1010,2057,2272,2182,2005,1037,3338,2030,6209,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062,101,1996,3095,1012,102,101,2053,11848,8248,1999,2282,1012,2053,14817,2121,5470,1999,5723,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11357,101,1996,3309,2003,2200,2430,1998,14057,1010,1999,1037,3835,2112,1997,14003,1012,1996,2282,2001,12382,1010,1996,5723,2282,2100,1012,2045,2001,7167,1997,3601,2005,6350,1012,102,101,1996,11848,2001,2235,1010,2053,14676,5470,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11417,101,5777,2282,2428,1010,2395,2428,4251,2076,1996,2305,1012,15140,9215,1996,2250,14372,2003,2214,1998,20810,1012,102,101,3295,2003,3819,1010,4251,1010,2430,1010,2379,18437,5714,2015,1998,2204,7884,1012,1996,19734,2099,2001,2055,1019,8117,1012,2566,2519,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10941,101,1996,3295,2071,2025,2031,2042,2488,1010,1998,1996,3095,2020,10392,1012,102,101,1996,3309,3791,2039,16616,2004,1996,25545,2001,7199,6052,1998,2235,4751,2342,1037,3543,1011,2039,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11233,101,2204,2793,1010,2204,6350,1010,2204,3295,1010,3835,2282,1012,3835,5723,999,102,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14041,101,6581,3295,1012,4734,8403,1010,4550,1998,22445,1012,6581,6350,2007,1037,2898,3601,1012,21688,3677,1010,2200,5379,1998,16222,5358,5302,16616,1010,2007,7167,1997,6040,2055,1996,2181,1012,1012,2097,2022,2067,1012,102,101,9115,2006,1996,9850,2052,2022,5572,1998,4157,4128,1999,1996,2282,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14205,101,21688,3295,1010,6919,3677,1998,4012,12031,4734,1012,102,101,2673,2001,21688,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14111,101,1996,3295,1997,2023,4113,4580,2003,3819,2005,5873,2035,2752,1997,7987,22890,2015,1010,2009,2001,2036,2306,3788,3292,1997,1996,3345,2276,1012,1996,3677,1000,18572,1000,2001,2428,14044,102,101,4157,2437,4128,2052,2031,2042,1037,2393,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14552,101,6350,2001,3565,1996,3601,1997,6763,2001,1037,3835,5724,102,101,15536,8873,2001,1037,2210,8983,2100,2021,2134,1005,1056,27594,2256,2994,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14219,101,1996,6350,2001,6429,1998,18572,2130,12984,2149,6763,2000,2344,1012,1996,7967,13675,10054,22341,2015,2020,4840,1998,16581,1012,2057,2020,2583,2000,3573,2256,18105,2379,1996,4211,1997,1996,3309,2061,2183,2105,1996,2237,2001,5186,3733,1998,14057,1012,2307,3295,2000,2156,7987,22890,2015,999,102,101,2045,2001,2498,1045,2064,2228,1997,2008,1045,2052,2360,2001,1037,2919,3325,2012,2035,999,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14501,101,2057,2020,2081,2200,6160,2011,1996,3309,10136,2157,2013,1996,2617,1996,2341,2001,2441,2000,1996,2617,2057,2187,1010,1037,8403,4113,2160,2035,2461,1012,102,101,2045,2001,2498,2057,2134,1005,1056,2428,2066,1010,2001,1037,6356,23788,21857,2000,2256,2282,2021,2057,2079,3305,2008,2023,2003,1037,3694,3205,2311,1997,2381,2061,2097,2022,3517,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14077,101,2502,4734,1012,4550,1012,5379,2326,1012,11519,6350,102,101,2048,7599,1997,5108,2007,2053,6336,1010,2057,2134,1005,1056,5987,2023,1012,5580,1045,2018,2048,2502,3337,2000,2393,4287,2256,8641,1012,1024,1007,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15645,101,2307,3295,1998,3835,3095,1012,1996,11874,2003,7078,14726,1998,1996,25860,2181,2038,1037,3835,10223,22373,2181,1998,4770,1012,102,101,2045,2001,2053,2250,8663,20562,2075,1999,1996,2282,1010,2074,1037,5470,1012,2007,2382,1039,5445,2648,1010,2009,2001,2025,2200,8242,2000,2022,1999,1996,2282,1012,2045,2003,2053,7163,8237,1999,1996,2282,1010,2061,2057,2481,1005,1056,2562,2256,8974,1998,2833,3147,1012,1996,4596,1999,1996,4825,2001,7929,1010,2021,2025,4276,1996,3976,1012,4661,2023,1010,2057,2018,1037,3835,2994,999,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16199,101,1996,3295,1998,1996,11874,2993,2020,8052,1010,3835,2380,2105,1998,2200,6625,2503,1012,9038,7699,2009,2001,2069,1037,4766,2644,1011,2058,2005,2149,999,102,101,5581,2003,1037,2978,2185,2013,1996,2364,4211,1010,2061,2123,1005,1056,4287,2205,2172,17434,2007,2017,1012,1012,6350,2003,2025,2428,10036,1012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
